log_dir= /home/ssreekri/ECN/logs
Namespace(arch='resnet50', batch_size=128, data_dir='/home/ssreekri/ECN/data', dist_metric='euclidean', dropout=0.5, epochs=60, epochs_decay=40, evaluate=False, features=4096, height=256, include_coral=1, include_mmd=0, inv_alpha=0.01, inv_beta=0.05, knn=6, lmd=0.0, lmd_ext=0.66, logs_dir='/home/ssreekri/ECN/logs', lr=0.1, momentum=0.9, output_feature='pool5', print_freq=1, re=0.5, resume='', source='duke', target='market', weight_decay=0.0005, width=128, workers=8)
DA dataset loaded
  subset   | # ids | # images
  ---------------------------
  source train    |   702 |    16522
  target train    | 'Unknown' |    12936
  query    |   750 |     3368
  gallery  |   751 |    15913
lmd: 0.0 lmd_ext: 0.66 include_mmd: 0 include_coral: 1
Epoch: [0][1/129], Time 5.784 (5.784), Data 2.055 (2.055), Loss 6.561 (6.561), Prec 0.78% (0.78%), s_pid_loss: 6.5606, t_un_loss: 9.4678
Epoch: [0][12/129], Time 0.493 (0.931), Data 0.132 (0.287), Loss 6.348 (7.227), Prec 10.94% (3.71%), s_pid_loss: 6.3479, t_un_loss: 9.7589
Epoch: [0][13/129], Time 0.493 (0.897), Data 0.132 (0.275), Loss 7.214 (7.226), Prec 5.47% (3.85%), s_pid_loss: 7.2142, t_un_loss: 9.8034
Epoch: [0][14/129], Time 0.506 (0.869), Data 0.132 (0.265), Loss 7.210 (7.225), Prec 7.81% (4.13%), s_pid_loss: 7.2101, t_un_loss: 9.8331
Epoch: [0][15/129], Time 0.507 (0.845), Data 0.131 (0.256), Loss 6.143 (7.153), Prec 14.84% (4.84%), s_pid_loss: 6.1433, t_un_loss: 9.8918
Epoch: [0][16/129], Time 0.492 (0.823), Data 0.124 (0.248), Loss 5.984 (7.080), Prec 11.72% (5.27%), s_pid_loss: 5.9841, t_un_loss: 9.9235
Epoch: [0][17/129], Time 0.506 (0.804), Data 0.133 (0.241), Loss 6.125 (7.024), Prec 14.84% (5.84%), s_pid_loss: 6.1251, t_un_loss: 9.9310
Epoch: [0][18/129], Time 0.500 (0.788), Data 0.132 (0.235), Loss 6.210 (6.978), Prec 8.59% (5.99%), s_pid_loss: 6.2096, t_un_loss: 9.8805
Epoch: [0][19/129], Time 0.489 (0.772), Data 0.132 (0.230), Loss 5.906 (6.922), Prec 15.62% (6.50%), s_pid_loss: 5.9063, t_un_loss: 9.9321
Epoch: [0][20/129], Time 0.491 (0.758), Data 0.132 (0.225), Loss 5.908 (6.871), Prec 18.75% (7.11%), s_pid_loss: 5.9084, t_un_loss: 9.9615
Epoch: [0][21/129], Time 0.509 (0.746), Data 0.133 (0.220), Loss 5.560 (6.809), Prec 17.19% (7.59%), s_pid_loss: 5.5603, t_un_loss: 9.9973
Epoch: [0][22/129], Time 0.489 (0.734), Data 0.133 (0.216), Loss 6.182 (6.780), Prec 14.84% (7.92%), s_pid_loss: 6.1824, t_un_loss: 9.9987
Epoch: [0][23/129], Time 0.493 (0.724), Data 0.133 (0.213), Loss 5.748 (6.736), Prec 16.41% (8.29%), s_pid_loss: 5.7479, t_un_loss: 10.0687
Epoch: [0][24/129], Time 0.490 (0.714), Data 0.131 (0.209), Loss 6.736 (6.736), Prec 16.41% (8.63%), s_pid_loss: 6.7359, t_un_loss: 9.9994
Epoch: [0][25/129], Time 0.500 (0.705), Data 0.133 (0.206), Loss 5.865 (6.701), Prec 19.53% (9.06%), s_pid_loss: 5.8650, t_un_loss: 10.0852
Epoch: [0][26/129], Time 0.481 (0.697), Data 0.123 (0.203), Loss 5.527 (6.656), Prec 20.31% (9.50%), s_pid_loss: 5.5270, t_un_loss: 10.1315
Epoch: [0][27/129], Time 0.486 (0.689), Data 0.132 (0.201), Loss 5.484 (6.612), Prec 15.62% (9.72%), s_pid_loss: 5.4837, t_un_loss: 10.2124
Epoch: [0][28/129], Time 0.498 (0.682), Data 0.132 (0.198), Loss 6.169 (6.596), Prec 13.28% (9.85%), s_pid_loss: 6.1692, t_un_loss: 10.2274
Epoch: [0][29/129], Time 0.479 (0.675), Data 0.125 (0.196), Loss 5.023 (6.542), Prec 18.75% (10.16%), s_pid_loss: 5.0225, t_un_loss: 10.2506
Epoch: [0][30/129], Time 0.492 (0.669), Data 0.133 (0.193), Loss 5.324 (6.502), Prec 23.44% (10.60%), s_pid_loss: 5.3242, t_un_loss: 10.2799
Epoch: [0][31/129], Time 0.493 (0.663), Data 0.133 (0.191), Loss 5.931 (6.483), Prec 20.31% (10.91%), s_pid_loss: 5.9310, t_un_loss: 10.3294
Epoch: [0][32/129], Time 0.492 (0.658), Data 0.133 (0.190), Loss 6.800 (6.493), Prec 14.84% (11.04%), s_pid_loss: 6.8003, t_un_loss: 10.3560
Epoch: [0][33/129], Time 0.490 (0.653), Data 0.132 (0.188), Loss 5.470 (6.462), Prec 18.75% (11.27%), s_pid_loss: 5.4700, t_un_loss: 10.3868
Epoch: [0][34/129], Time 0.490 (0.648), Data 0.132 (0.186), Loss 4.974 (6.418), Prec 29.69% (11.81%), s_pid_loss: 4.9744, t_un_loss: 10.4493
Epoch: [0][35/129], Time 0.490 (0.644), Data 0.132 (0.185), Loss 5.580 (6.394), Prec 12.50% (11.83%), s_pid_loss: 5.5804, t_un_loss: 10.4770
Epoch: [0][36/129], Time 0.491 (0.639), Data 0.133 (0.183), Loss 4.836 (6.351), Prec 28.12% (12.28%), s_pid_loss: 4.8361, t_un_loss: 10.4765
Epoch: [0][37/129], Time 0.494 (0.635), Data 0.133 (0.182), Loss 4.844 (6.310), Prec 25.78% (12.65%), s_pid_loss: 4.8445, t_un_loss: 10.5584
Epoch: [0][38/129], Time 0.488 (0.632), Data 0.132 (0.181), Loss 4.609 (6.266), Prec 29.69% (13.10%), s_pid_loss: 4.6089, t_un_loss: 10.5707
Epoch: [0][39/129], Time 0.491 (0.628), Data 0.133 (0.179), Loss 4.978 (6.233), Prec 27.34% (13.46%), s_pid_loss: 4.9779, t_un_loss: 10.6751
Epoch: [0][40/129], Time 0.486 (0.624), Data 0.132 (0.178), Loss 4.701 (6.194), Prec 25.78% (13.77%), s_pid_loss: 4.7005, t_un_loss: 10.5786
Epoch: [0][41/129], Time 0.484 (0.621), Data 0.132 (0.177), Loss 4.385 (6.150), Prec 27.34% (14.10%), s_pid_loss: 4.3852, t_un_loss: 10.7005
Epoch: [0][42/129], Time 0.496 (0.618), Data 0.132 (0.176), Loss 4.383 (6.108), Prec 31.25% (14.51%), s_pid_loss: 4.3833, t_un_loss: 10.7173
Epoch: [0][43/129], Time 0.484 (0.615), Data 0.128 (0.175), Loss 4.933 (6.081), Prec 28.12% (14.83%), s_pid_loss: 4.9326, t_un_loss: 10.7403
Epoch: [0][44/129], Time 0.490 (0.612), Data 0.132 (0.174), Loss 4.513 (6.045), Prec 31.25% (15.20%), s_pid_loss: 4.5126, t_un_loss: 10.7872
Epoch: [0][45/129], Time 0.488 (0.609), Data 0.130 (0.173), Loss 4.859 (6.019), Prec 24.22% (15.40%), s_pid_loss: 4.8595, t_un_loss: 10.7544
Epoch: [0][46/129], Time 0.489 (0.607), Data 0.132 (0.172), Loss 5.115 (5.999), Prec 25.78% (15.62%), s_pid_loss: 5.1147, t_un_loss: 10.8948
Epoch: [0][47/129], Time 0.489 (0.604), Data 0.132 (0.171), Loss 4.574 (5.969), Prec 28.12% (15.89%), s_pid_loss: 4.5736, t_un_loss: 10.8484
Epoch: [0][48/129], Time 0.491 (0.602), Data 0.133 (0.170), Loss 5.096 (5.951), Prec 24.22% (16.06%), s_pid_loss: 5.0956, t_un_loss: 10.9388
Epoch: [0][49/129], Time 0.487 (0.599), Data 0.133 (0.170), Loss 4.673 (5.924), Prec 25.78% (16.26%), s_pid_loss: 4.6728, t_un_loss: 11.0952
Epoch: [0][50/129], Time 0.490 (0.597), Data 0.132 (0.169), Loss 4.421 (5.894), Prec 31.25% (16.56%), s_pid_loss: 4.4213, t_un_loss: 11.1955
Epoch: [0][51/129], Time 0.487 (0.595), Data 0.133 (0.168), Loss 4.577 (5.869), Prec 26.56% (16.76%), s_pid_loss: 4.5770, t_un_loss: 11.0794
Epoch: [0][52/129], Time 0.490 (0.593), Data 0.133 (0.168), Loss 5.070 (5.853), Prec 18.75% (16.80%), s_pid_loss: 5.0695, t_un_loss: 11.1850
Epoch: [0][53/129], Time 0.486 (0.591), Data 0.132 (0.167), Loss 4.472 (5.827), Prec 30.47% (17.05%), s_pid_loss: 4.4723, t_un_loss: 11.0259
Epoch: [0][54/129], Time 0.489 (0.589), Data 0.132 (0.166), Loss 4.582 (5.804), Prec 34.38% (17.38%), s_pid_loss: 4.5823, t_un_loss: 11.0539
Epoch: [0][55/129], Time 0.487 (0.587), Data 0.132 (0.166), Loss 4.593 (5.782), Prec 33.59% (17.67%), s_pid_loss: 4.5932, t_un_loss: 11.1699
Epoch: [0][56/129], Time 0.488 (0.586), Data 0.132 (0.165), Loss 3.450 (5.740), Prec 43.75% (18.14%), s_pid_loss: 3.4502, t_un_loss: 11.2022
Epoch: [0][57/129], Time 0.487 (0.584), Data 0.133 (0.164), Loss 4.812 (5.724), Prec 27.34% (18.30%), s_pid_loss: 4.8118, t_un_loss: 11.1894
Epoch: [0][58/129], Time 0.491 (0.582), Data 0.133 (0.164), Loss 4.886 (5.710), Prec 25.00% (18.41%), s_pid_loss: 4.8858, t_un_loss: 11.3046
Epoch: [0][59/129], Time 0.487 (0.581), Data 0.133 (0.163), Loss 4.637 (5.692), Prec 27.34% (18.56%), s_pid_loss: 4.6374, t_un_loss: 11.3151
Epoch: [0][60/129], Time 0.491 (0.579), Data 0.134 (0.163), Loss 4.635 (5.674), Prec 26.56% (18.70%), s_pid_loss: 4.6352, t_un_loss: 11.3674
Epoch: [0][61/129], Time 0.491 (0.578), Data 0.133 (0.162), Loss 3.941 (5.646), Prec 34.38% (18.95%), s_pid_loss: 3.9411, t_un_loss: 11.4038
Epoch: [0][62/129], Time 0.486 (0.576), Data 0.132 (0.162), Loss 4.491 (5.627), Prec 32.81% (19.18%), s_pid_loss: 4.4914, t_un_loss: 11.4201
Epoch: [0][63/129], Time 0.490 (0.575), Data 0.132 (0.161), Loss 4.134 (5.603), Prec 33.59% (19.41%), s_pid_loss: 4.1342, t_un_loss: 11.2994
Epoch: [0][64/129], Time 0.480 (0.573), Data 0.133 (0.161), Loss 4.554 (5.587), Prec 27.34% (19.53%), s_pid_loss: 4.5542, t_un_loss: 11.4405
Epoch: [0][65/129], Time 0.485 (0.572), Data 0.132 (0.161), Loss 4.699 (5.573), Prec 32.03% (19.72%), s_pid_loss: 4.6994, t_un_loss: 11.3741
Epoch: [0][66/129], Time 0.485 (0.571), Data 0.133 (0.160), Loss 3.738 (5.545), Prec 35.94% (19.97%), s_pid_loss: 3.7377, t_un_loss: 11.4429
Epoch: [0][67/129], Time 0.490 (0.569), Data 0.133 (0.160), Loss 4.143 (5.524), Prec 35.16% (20.20%), s_pid_loss: 4.1435, t_un_loss: 11.4139
Epoch: [0][68/129], Time 0.488 (0.568), Data 0.132 (0.159), Loss 4.437 (5.508), Prec 27.34% (20.30%), s_pid_loss: 4.4374, t_un_loss: 11.4809
Epoch: [0][69/129], Time 0.489 (0.567), Data 0.133 (0.159), Loss 3.571 (5.480), Prec 39.06% (20.57%), s_pid_loss: 3.5715, t_un_loss: 11.5044
Epoch: [0][70/129], Time 0.488 (0.566), Data 0.134 (0.159), Loss 3.722 (5.455), Prec 36.72% (20.80%), s_pid_loss: 3.7222, t_un_loss: 11.4555
Epoch: [0][71/129], Time 0.491 (0.565), Data 0.133 (0.158), Loss 4.449 (5.441), Prec 30.47% (20.94%), s_pid_loss: 4.4485, t_un_loss: 11.4484
Epoch: [0][72/129], Time 0.486 (0.564), Data 0.133 (0.158), Loss 3.689 (5.417), Prec 42.97% (21.25%), s_pid_loss: 3.6895, t_un_loss: 11.5662
Epoch: [0][73/129], Time 0.493 (0.563), Data 0.133 (0.157), Loss 4.230 (5.400), Prec 35.16% (21.44%), s_pid_loss: 4.2303, t_un_loss: 11.5536
Epoch: [0][74/129], Time 0.485 (0.562), Data 0.131 (0.157), Loss 3.778 (5.379), Prec 35.94% (21.63%), s_pid_loss: 3.7784, t_un_loss: 11.5862
Epoch: [0][75/129], Time 0.489 (0.561), Data 0.132 (0.157), Loss 4.091 (5.361), Prec 32.81% (21.78%), s_pid_loss: 4.0911, t_un_loss: 11.5847
Epoch: [0][76/129], Time 0.488 (0.560), Data 0.133 (0.156), Loss 3.379 (5.335), Prec 41.41% (22.04%), s_pid_loss: 3.3792, t_un_loss: 11.5794
Epoch: [0][77/129], Time 0.488 (0.559), Data 0.133 (0.156), Loss 3.989 (5.318), Prec 36.72% (22.23%), s_pid_loss: 3.9893, t_un_loss: 11.6184
Epoch: [0][78/129], Time 0.492 (0.558), Data 0.133 (0.156), Loss 3.573 (5.295), Prec 36.72% (22.42%), s_pid_loss: 3.5728, t_un_loss: 11.6721
Epoch: [0][79/129], Time 0.490 (0.557), Data 0.133 (0.156), Loss 4.224 (5.282), Prec 34.38% (22.57%), s_pid_loss: 4.2239, t_un_loss: 11.8613
Epoch: [0][80/129], Time 0.487 (0.556), Data 0.133 (0.155), Loss 3.301 (5.257), Prec 42.97% (22.82%), s_pid_loss: 3.3006, t_un_loss: 11.8022
Epoch: [0][81/129], Time 0.489 (0.556), Data 0.133 (0.155), Loss 3.129 (5.231), Prec 39.06% (23.02%), s_pid_loss: 3.1286, t_un_loss: 11.8046
Epoch: [0][82/129], Time 0.490 (0.555), Data 0.133 (0.155), Loss 3.558 (5.210), Prec 37.50% (23.20%), s_pid_loss: 3.5579, t_un_loss: 11.8326
Epoch: [0][83/129], Time 0.496 (0.554), Data 0.132 (0.154), Loss 4.073 (5.197), Prec 37.50% (23.37%), s_pid_loss: 4.0731, t_un_loss: 11.8563
Epoch: [0][84/129], Time 0.480 (0.553), Data 0.125 (0.154), Loss 2.960 (5.170), Prec 46.88% (23.65%), s_pid_loss: 2.9604, t_un_loss: 11.7518
Epoch: [0][85/129], Time 0.490 (0.552), Data 0.133 (0.154), Loss 3.832 (5.154), Prec 34.38% (23.78%), s_pid_loss: 3.8317, t_un_loss: 11.8501
Epoch: [0][86/129], Time 0.487 (0.552), Data 0.133 (0.154), Loss 3.737 (5.138), Prec 35.94% (23.92%), s_pid_loss: 3.7372, t_un_loss: 11.8593
Epoch: [0][87/129], Time 0.501 (0.551), Data 0.132 (0.153), Loss 2.849 (5.112), Prec 45.31% (24.16%), s_pid_loss: 2.8491, t_un_loss: 12.0137
Epoch: [0][88/129], Time 0.478 (0.550), Data 0.122 (0.153), Loss 3.150 (5.089), Prec 42.19% (24.37%), s_pid_loss: 3.1498, t_un_loss: 11.9430
Epoch: [0][89/129], Time 0.489 (0.550), Data 0.133 (0.153), Loss 2.819 (5.064), Prec 42.97% (24.58%), s_pid_loss: 2.8187, t_un_loss: 11.9412
Epoch: [0][90/129], Time 0.492 (0.549), Data 0.133 (0.153), Loss 3.092 (5.042), Prec 41.41% (24.77%), s_pid_loss: 3.0917, t_un_loss: 11.9517
Epoch: [0][91/129], Time 0.485 (0.548), Data 0.130 (0.152), Loss 3.224 (5.022), Prec 42.19% (24.96%), s_pid_loss: 3.2240, t_un_loss: 12.0432
Epoch: [0][92/129], Time 0.489 (0.548), Data 0.133 (0.152), Loss 2.897 (4.999), Prec 48.44% (25.21%), s_pid_loss: 2.8967, t_un_loss: 11.9848
Epoch: [0][93/129], Time 0.488 (0.547), Data 0.133 (0.152), Loss 3.040 (4.978), Prec 42.97% (25.40%), s_pid_loss: 3.0402, t_un_loss: 12.0492
Epoch: [0][94/129], Time 0.490 (0.546), Data 0.133 (0.152), Loss 3.063 (4.957), Prec 44.53% (25.61%), s_pid_loss: 3.0627, t_un_loss: 12.0555
Epoch: [0][95/129], Time 0.487 (0.546), Data 0.133 (0.152), Loss 2.511 (4.932), Prec 50.78% (25.87%), s_pid_loss: 2.5110, t_un_loss: 12.2249
Epoch: [0][96/129], Time 0.492 (0.545), Data 0.132 (0.151), Loss 2.660 (4.908), Prec 38.28% (26.00%), s_pid_loss: 2.6600, t_un_loss: 12.2488
Epoch: [0][97/129], Time 0.493 (0.545), Data 0.133 (0.151), Loss 2.422 (4.882), Prec 51.56% (26.26%), s_pid_loss: 2.4218, t_un_loss: 12.2065
Epoch: [0][98/129], Time 0.484 (0.544), Data 0.128 (0.151), Loss 5.387 (4.887), Prec 40.62% (26.41%), s_pid_loss: 5.3869, t_un_loss: 12.3714
Epoch: [0][99/129], Time 0.489 (0.543), Data 0.133 (0.151), Loss 3.415 (4.873), Prec 41.41% (26.56%), s_pid_loss: 3.4151, t_un_loss: 12.2291
Epoch: [0][100/129], Time 0.488 (0.543), Data 0.132 (0.151), Loss 2.725 (4.851), Prec 50.78% (26.80%), s_pid_loss: 2.7255, t_un_loss: 12.2540
Epoch: [0][101/129], Time 0.492 (0.542), Data 0.133 (0.150), Loss 2.678 (4.830), Prec 41.41% (26.95%), s_pid_loss: 2.6781, t_un_loss: 12.2700
Epoch: [0][102/129], Time 1.434 (0.551), Data 0.133 (0.150), Loss 2.785 (4.810), Prec 42.97% (27.11%), s_pid_loss: 2.7851, t_un_loss: 7.0903
Epoch: [0][103/129], Time 0.484 (0.550), Data 0.126 (0.150), Loss 2.713 (4.789), Prec 45.31% (27.28%), s_pid_loss: 2.7132, t_un_loss: 7.6808
Epoch: [0][104/129], Time 0.487 (0.550), Data 0.132 (0.150), Loss 2.661 (4.769), Prec 50.00% (27.50%), s_pid_loss: 2.6610, t_un_loss: 7.4338
Epoch: [0][105/129], Time 0.490 (0.549), Data 0.133 (0.150), Loss 2.783 (4.750), Prec 46.09% (27.68%), s_pid_loss: 2.7829, t_un_loss: 7.3445
Epoch: [0][106/129], Time 0.486 (0.549), Data 0.132 (0.149), Loss 2.351 (4.727), Prec 53.91% (27.93%), s_pid_loss: 2.3513, t_un_loss: 7.8302
Epoch: [0][107/129], Time 0.491 (0.548), Data 0.133 (0.149), Loss 2.993 (4.711), Prec 45.31% (28.09%), s_pid_loss: 2.9935, t_un_loss: 7.5282
Epoch: [0][108/129], Time 0.491 (0.548), Data 0.133 (0.149), Loss 2.837 (4.694), Prec 40.62% (28.20%), s_pid_loss: 2.8375, t_un_loss: 7.7623
Epoch: [0][109/129], Time 0.489 (0.547), Data 0.132 (0.149), Loss 2.676 (4.675), Prec 52.34% (28.43%), s_pid_loss: 2.6760, t_un_loss: 8.1126
Epoch: [0][110/129], Time 0.487 (0.547), Data 0.129 (0.149), Loss 3.500 (4.664), Prec 45.31% (28.58%), s_pid_loss: 3.5001, t_un_loss: 7.5776
Epoch: [0][111/129], Time 0.488 (0.546), Data 0.133 (0.149), Loss 2.588 (4.646), Prec 54.69% (28.81%), s_pid_loss: 2.5878, t_un_loss: 7.1556
Epoch: [0][112/129], Time 0.491 (0.546), Data 0.133 (0.149), Loss 2.181 (4.624), Prec 54.69% (29.05%), s_pid_loss: 2.1808, t_un_loss: 7.9755
Epoch: [0][113/129], Time 0.488 (0.545), Data 0.132 (0.148), Loss 3.424 (4.613), Prec 46.88% (29.20%), s_pid_loss: 3.4241, t_un_loss: 7.7837
Epoch: [0][114/129], Time 0.490 (0.545), Data 0.133 (0.148), Loss 2.772 (4.597), Prec 48.44% (29.37%), s_pid_loss: 2.7720, t_un_loss: 7.8276
Epoch: [0][115/129], Time 0.491 (0.544), Data 0.133 (0.148), Loss 2.495 (4.579), Prec 50.78% (29.56%), s_pid_loss: 2.4954, t_un_loss: 8.0700
Epoch: [0][116/129], Time 0.485 (0.544), Data 0.132 (0.148), Loss 2.611 (4.562), Prec 48.44% (29.72%), s_pid_loss: 2.6108, t_un_loss: 7.8829
Epoch: [0][117/129], Time 0.489 (0.543), Data 0.132 (0.148), Loss 2.622 (4.545), Prec 56.25% (29.95%), s_pid_loss: 2.6224, t_un_loss: 7.8469
Epoch: [0][118/129], Time 0.487 (0.543), Data 0.133 (0.148), Loss 2.811 (4.530), Prec 52.34% (30.14%), s_pid_loss: 2.8114, t_un_loss: 7.8485
Epoch: [0][119/129], Time 0.492 (0.542), Data 0.133 (0.148), Loss 2.992 (4.518), Prec 49.22% (30.30%), s_pid_loss: 2.9918, t_un_loss: 7.5184
Epoch: [0][120/129], Time 0.490 (0.542), Data 0.132 (0.147), Loss 2.394 (4.500), Prec 52.34% (30.48%), s_pid_loss: 2.3935, t_un_loss: 7.6083
Epoch: [0][121/129], Time 0.487 (0.541), Data 0.133 (0.147), Loss 1.994 (4.479), Prec 60.94% (30.73%), s_pid_loss: 1.9939, t_un_loss: 7.6656
Epoch: [0][122/129], Time 0.491 (0.541), Data 0.133 (0.147), Loss 2.348 (4.462), Prec 50.78% (30.90%), s_pid_loss: 2.3481, t_un_loss: 8.1381
Epoch: [0][123/129], Time 0.491 (0.540), Data 0.133 (0.147), Loss 2.141 (4.443), Prec 55.47% (31.10%), s_pid_loss: 2.1414, t_un_loss: 7.9340
Epoch: [0][124/129], Time 0.490 (0.540), Data 0.133 (0.147), Loss 3.104 (4.432), Prec 45.31% (31.21%), s_pid_loss: 3.1035, t_un_loss: 7.9664
Epoch: [0][125/129], Time 0.488 (0.540), Data 0.133 (0.147), Loss 2.450 (4.416), Prec 51.56% (31.38%), s_pid_loss: 2.4504, t_un_loss: 7.7771
Epoch: [0][126/129], Time 0.491 (0.539), Data 0.133 (0.147), Loss 2.236 (4.399), Prec 59.38% (31.60%), s_pid_loss: 2.2365, t_un_loss: 8.4290
Epoch: [0][127/129], Time 0.486 (0.539), Data 0.132 (0.147), Loss 2.448 (4.384), Prec 53.12% (31.77%), s_pid_loss: 2.4484, t_un_loss: 8.3377
Epoch: [0][128/129], Time 0.488 (0.538), Data 0.132 (0.147), Loss 2.661 (4.370), Prec 50.00% (31.91%), s_pid_loss: 2.6610, t_un_loss: 7.6684
Epoch: [0][129/129], Time 0.489 (0.538), Data 0.133 (0.146), Loss 2.050 (4.352), Prec 63.28% (32.15%), s_pid_loss: 2.0504, t_un_loss: 7.7091

 * Finished epoch   0 

Epoch: [1][1/129], Time 2.272 (2.272), Data 1.830 (1.830), Loss 1.897 (1.897), Prec 64.84% (64.84%), s_pid_loss: 1.8969, t_un_loss: 6.9041
Epoch: [1][2/129], Time 0.490 (1.381), Data 0.133 (0.981), Loss 2.348 (2.123), Prec 62.50% (63.67%), s_pid_loss: 2.3484, t_un_loss: 7.5798
Epoch: [1][3/129], Time 0.494 (1.085), Data 0.132 (0.698), Loss 2.439 (2.228), Prec 60.94% (62.76%), s_pid_loss: 2.4390, t_un_loss: 6.9521
Epoch: [1][4/129], Time 0.505 (0.940), Data 0.128 (0.556), Loss 1.950 (2.159), Prec 59.38% (61.91%), s_pid_loss: 1.9504, t_un_loss: 6.7854
Epoch: [1][5/129], Time 0.504 (0.853), Data 0.133 (0.471), Loss 1.764 (2.080), Prec 62.50% (62.03%), s_pid_loss: 1.7645, t_un_loss: 6.8698
Epoch: [1][6/129], Time 0.503 (0.795), Data 0.133 (0.415), Loss 2.047 (2.074), Prec 57.81% (61.33%), s_pid_loss: 2.0471, t_un_loss: 7.1315
Epoch: [1][7/129], Time 0.502 (0.753), Data 0.133 (0.375), Loss 1.924 (2.053), Prec 64.06% (61.72%), s_pid_loss: 1.9240, t_un_loss: 6.7541
Epoch: [1][8/129], Time 0.490 (0.720), Data 0.133 (0.344), Loss 2.122 (2.062), Prec 61.72% (61.72%), s_pid_loss: 2.1217, t_un_loss: 7.1384
Epoch: [1][9/129], Time 0.486 (0.694), Data 0.133 (0.321), Loss 1.897 (2.043), Prec 55.47% (61.02%), s_pid_loss: 1.8968, t_un_loss: 6.6340
Epoch: [1][10/129], Time 0.489 (0.674), Data 0.133 (0.302), Loss 2.742 (2.113), Prec 56.25% (60.55%), s_pid_loss: 2.7421, t_un_loss: 7.3295
Epoch: [1][11/129], Time 0.488 (0.657), Data 0.133 (0.287), Loss 2.252 (2.126), Prec 57.81% (60.30%), s_pid_loss: 2.2521, t_un_loss: 7.8488
Epoch: [1][12/129], Time 0.498 (0.644), Data 0.132 (0.274), Loss 2.054 (2.120), Prec 57.03% (60.03%), s_pid_loss: 2.0536, t_un_loss: 7.5172
Epoch: [1][13/129], Time 0.487 (0.632), Data 0.132 (0.263), Loss 2.383 (2.140), Prec 57.81% (59.86%), s_pid_loss: 2.3830, t_un_loss: 7.3868
Epoch: [1][14/129], Time 0.501 (0.622), Data 0.133 (0.254), Loss 1.860 (2.120), Prec 63.28% (60.10%), s_pid_loss: 1.8600, t_un_loss: 7.7468
Epoch: [1][15/129], Time 0.486 (0.613), Data 0.133 (0.246), Loss 2.007 (2.112), Prec 64.84% (60.42%), s_pid_loss: 2.0074, t_un_loss: 7.8116
Epoch: [1][16/129], Time 0.490 (0.605), Data 0.132 (0.238), Loss 1.786 (2.092), Prec 64.84% (60.69%), s_pid_loss: 1.7857, t_un_loss: 7.4728
