log_dir= /home/ssreekri/ECN/logs
Namespace(arch='resnet50', batch_size=128, data_dir='/home/ssreekri/ECN/data', dist_metric='euclidean', dropout=0.5, epochs=60, epochs_decay=40, evaluate=False, features=4096, height=256, include_coral=1, include_mmd=0, inv_alpha=0.01, inv_beta=0.05, knn=6, lmd=0.3, lmd_ext=0.33, logs_dir='/home/ssreekri/ECN/logs', lr=0.1, momentum=0.9, output_feature='pool5', print_freq=1, re=0.5, resume='', source='duke', target='market', weight_decay=0.0005, width=128, workers=8)
DA dataset loaded
  subset   | # ids | # images
  ---------------------------
  source train    |   702 |    16522
  target train    | 'Unknown' |    12936
  query    |   750 |     3368
  gallery  |   751 |    15913
lmd: 0.3 lmd_ext: 0.33 include_mmd: 0 include_coral: 1
Epoch: [0][1/129], Time 5.794 (5.794), Data 2.314 (2.314), Loss 7.424 (7.424), Prec 0.00% (0.00%), s_pid_loss: 6.5487, t_un_loss: 9.4678
Epoch: [0][85/129], Time 0.491 (0.552), Data 0.132 (0.157), Loss 4.838 (6.116), Prec 46.09% (28.07%), s_pid_loss: 2.4074, t_un_loss: 10.5107
Epoch: [0][86/129], Time 0.488 (0.551), Data 0.133 (0.157), Loss 4.914 (6.102), Prec 49.22% (28.32%), s_pid_loss: 2.5192, t_un_loss: 10.5006
Epoch: [0][87/129], Time 0.491 (0.551), Data 0.132 (0.156), Loss 4.783 (6.087), Prec 53.91% (28.61%), s_pid_loss: 2.3305, t_un_loss: 10.5059
Epoch: [0][88/129], Time 0.489 (0.550), Data 0.133 (0.156), Loss 4.937 (6.074), Prec 53.91% (28.90%), s_pid_loss: 2.5468, t_un_loss: 10.5128
Epoch: [0][89/129], Time 0.489 (0.549), Data 0.133 (0.156), Loss 4.815 (6.060), Prec 48.44% (29.12%), s_pid_loss: 2.3488, t_un_loss: 10.5688
Epoch: [0][90/129], Time 0.493 (0.549), Data 0.133 (0.155), Loss 4.714 (6.045), Prec 48.44% (29.33%), s_pid_loss: 2.2231, t_un_loss: 10.5245
Epoch: [0][91/129], Time 0.493 (0.548), Data 0.133 (0.155), Loss 5.114 (6.035), Prec 44.53% (29.50%), s_pid_loss: 2.7711, t_un_loss: 10.5824
Epoch: [0][92/129], Time 0.491 (0.548), Data 0.133 (0.155), Loss 5.084 (6.024), Prec 45.31% (29.67%), s_pid_loss: 2.7312, t_un_loss: 10.5746
Epoch: [0][93/129], Time 0.488 (0.547), Data 0.132 (0.155), Loss 4.849 (6.012), Prec 50.00% (29.89%), s_pid_loss: 2.3800, t_un_loss: 10.6108
Epoch: [0][94/129], Time 0.491 (0.546), Data 0.133 (0.155), Loss 4.878 (6.000), Prec 45.31% (30.05%), s_pid_loss: 2.4319, t_un_loss: 10.5850
Epoch: [0][95/129], Time 0.490 (0.546), Data 0.132 (0.154), Loss 4.591 (5.985), Prec 58.59% (30.35%), s_pid_loss: 2.0148, t_un_loss: 10.6025
Epoch: [0][96/129], Time 0.489 (0.545), Data 0.132 (0.154), Loss 4.834 (5.973), Prec 50.00% (30.56%), s_pid_loss: 2.3646, t_un_loss: 10.5975
Epoch: [0][97/129], Time 0.492 (0.545), Data 0.133 (0.154), Loss 5.011 (5.963), Prec 50.78% (30.77%), s_pid_loss: 2.6080, t_un_loss: 10.6191
Epoch: [0][98/129], Time 0.491 (0.544), Data 0.132 (0.154), Loss 4.770 (5.951), Prec 49.22% (30.96%), s_pid_loss: 2.2611, t_un_loss: 10.6258
Epoch: [0][99/129], Time 0.491 (0.543), Data 0.133 (0.153), Loss 4.529 (5.936), Prec 61.72% (31.27%), s_pid_loss: 1.9227, t_un_loss: 10.6105
Epoch: [0][100/129], Time 0.491 (0.543), Data 0.132 (0.153), Loss 4.773 (5.925), Prec 55.47% (31.51%), s_pid_loss: 2.2735, t_un_loss: 10.6064
Epoch: [0][101/129], Time 0.490 (0.542), Data 0.132 (0.153), Loss 4.416 (5.910), Prec 66.41% (31.85%), s_pid_loss: 1.7518, t_un_loss: 10.6312
Epoch: [0][102/129], Time 1.418 (0.551), Data 0.133 (0.153), Loss 3.734 (5.888), Prec 46.88% (32.00%), s_pid_loss: 2.5703, t_un_loss: 6.4483
Epoch: [0][103/129], Time 0.491 (0.550), Data 0.133 (0.153), Loss 3.134 (5.862), Prec 59.38% (32.27%), s_pid_loss: 1.8876, t_un_loss: 6.0425
Epoch: [0][104/129], Time 0.489 (0.550), Data 0.132 (0.152), Loss 3.530 (5.839), Prec 54.69% (32.48%), s_pid_loss: 2.3073, t_un_loss: 6.3836
Epoch: [0][105/129], Time 0.493 (0.549), Data 0.133 (0.152), Loss 3.136 (5.813), Prec 55.47% (32.70%), s_pid_loss: 1.9350, t_un_loss: 5.9399
Epoch: [0][106/129], Time 0.493 (0.549), Data 0.132 (0.152), Loss 3.328 (5.790), Prec 55.47% (32.92%), s_pid_loss: 2.2208, t_un_loss: 5.9129
Epoch: [0][107/129], Time 0.492 (0.548), Data 0.133 (0.152), Loss 3.180 (5.766), Prec 58.59% (33.16%), s_pid_loss: 1.8692, t_un_loss: 6.2382
Epoch: [0][108/129], Time 0.501 (0.548), Data 0.135 (0.152), Loss 3.325 (5.743), Prec 53.91% (33.35%), s_pid_loss: 2.0385, t_un_loss: 6.3270
Epoch: [0][109/129], Time 0.490 (0.547), Data 0.132 (0.152), Loss 3.488 (5.722), Prec 58.59% (33.58%), s_pid_loss: 2.2261, t_un_loss: 6.4314
Epoch: [0][110/129], Time 0.492 (0.547), Data 0.133 (0.151), Loss 2.691 (5.695), Prec 66.41% (33.88%), s_pid_loss: 1.3901, t_un_loss: 5.7256
Epoch: [0][111/129], Time 0.490 (0.546), Data 0.133 (0.151), Loss 3.143 (5.672), Prec 61.72% (34.13%), s_pid_loss: 1.8846, t_un_loss: 6.0800
Epoch: [0][112/129], Time 0.492 (0.546), Data 0.133 (0.151), Loss 3.266 (5.650), Prec 64.06% (34.40%), s_pid_loss: 1.9709, t_un_loss: 6.2878
Epoch: [0][113/129], Time 0.492 (0.545), Data 0.132 (0.151), Loss 3.107 (5.628), Prec 63.28% (34.65%), s_pid_loss: 1.7802, t_un_loss: 6.2019
Epoch: [0][114/129], Time 0.492 (0.545), Data 0.133 (0.151), Loss 3.121 (5.606), Prec 62.50% (34.90%), s_pid_loss: 1.7791, t_un_loss: 6.2535
Epoch: [0][115/129], Time 0.487 (0.544), Data 0.132 (0.151), Loss 3.459 (5.587), Prec 57.03% (35.09%), s_pid_loss: 2.2138, t_un_loss: 6.3636
Epoch: [0][116/129], Time 0.491 (0.544), Data 0.132 (0.150), Loss 3.272 (5.567), Prec 64.84% (35.34%), s_pid_loss: 1.9053, t_un_loss: 6.4626
Epoch: [0][117/129], Time 0.492 (0.543), Data 0.133 (0.150), Loss 3.173 (5.547), Prec 66.41% (35.61%), s_pid_loss: 1.8867, t_un_loss: 6.1744
Epoch: [0][118/129], Time 0.490 (0.543), Data 0.132 (0.150), Loss 3.186 (5.527), Prec 55.47% (35.78%), s_pid_loss: 1.8846, t_un_loss: 6.2224
Epoch: [0][119/129], Time 0.491 (0.542), Data 0.132 (0.150), Loss 3.410 (5.509), Prec 53.12% (35.92%), s_pid_loss: 2.3383, t_un_loss: 5.9098
Epoch: [0][120/129], Time 0.492 (0.542), Data 0.133 (0.150), Loss 3.229 (5.490), Prec 60.16% (36.13%), s_pid_loss: 1.9478, t_un_loss: 6.2176
Epoch: [0][121/129], Time 0.492 (0.542), Data 0.132 (0.150), Loss 3.075 (5.470), Prec 60.16% (36.32%), s_pid_loss: 1.7049, t_un_loss: 6.2710
Epoch: [0][122/129], Time 0.493 (0.541), Data 0.133 (0.149), Loss 3.152 (5.451), Prec 64.84% (36.56%), s_pid_loss: 1.9460, t_un_loss: 5.9675
Epoch: [0][123/129], Time 0.490 (0.541), Data 0.132 (0.149), Loss 3.268 (5.433), Prec 53.91% (36.70%), s_pid_loss: 2.0587, t_un_loss: 6.0886
Epoch: [0][124/129], Time 0.490 (0.540), Data 0.133 (0.149), Loss 3.006 (5.414), Prec 64.84% (36.93%), s_pid_loss: 1.7345, t_un_loss: 5.9718
Epoch: [0][125/129], Time 0.490 (0.540), Data 0.133 (0.149), Loss 3.177 (5.396), Prec 53.91% (37.06%), s_pid_loss: 1.8659, t_un_loss: 6.2352
Epoch: [0][126/129], Time 0.492 (0.540), Data 0.133 (0.149), Loss 2.985 (5.377), Prec 63.28% (37.27%), s_pid_loss: 1.6882, t_un_loss: 6.0120
Epoch: [0][127/129], Time 0.493 (0.539), Data 0.133 (0.149), Loss 3.477 (5.362), Prec 55.47% (37.41%), s_pid_loss: 2.3101, t_un_loss: 6.1984
Epoch: [0][128/129], Time 0.491 (0.539), Data 0.133 (0.149), Loss 3.020 (5.343), Prec 60.16% (37.59%), s_pid_loss: 1.7504, t_un_loss: 5.9814
Epoch: [0][129/129], Time 0.488 (0.539), Data 0.132 (0.149), Loss 2.855 (5.324), Prec 71.88% (37.86%), s_pid_loss: 1.5261, t_un_loss: 5.9549

 * Finished epoch   0 

Epoch: [1][1/129], Time 2.532 (2.532), Data 2.127 (2.127), Loss 2.595 (2.595), Prec 70.31% (70.31%), s_pid_loss: 1.3861, t_un_loss: 5.4149
Epoch: [1][2/129], Time 0.498 (1.515), Data 0.132 (1.130), Loss 2.558 (2.576), Prec 66.41% (68.36%), s_pid_loss: 1.2766, t_un_loss: 5.5470
Epoch: [1][3/129], Time 0.503 (1.177), Data 0.132 (0.797), Loss 2.412 (2.522), Prec 73.44% (70.05%), s_pid_loss: 1.1672, t_un_loss: 5.3175
Epoch: [1][4/129], Time 0.504 (1.009), Data 0.132 (0.631), Loss 2.533 (2.524), Prec 72.66% (70.70%), s_pid_loss: 1.3107, t_un_loss: 5.3848
Epoch: [1][5/129], Time 0.508 (0.909), Data 0.132 (0.531), Loss 2.552 (2.530), Prec 71.09% (70.78%), s_pid_loss: 1.3265, t_un_loss: 5.4118
Epoch: [1][6/129], Time 0.506 (0.842), Data 0.133 (0.465), Loss 2.393 (2.507), Prec 73.44% (71.22%), s_pid_loss: 1.0940, t_un_loss: 5.4230
Epoch: [1][7/129], Time 0.508 (0.794), Data 0.132 (0.417), Loss 2.569 (2.516), Prec 72.66% (71.43%), s_pid_loss: 1.3734, t_un_loss: 5.3579
Epoch: [1][8/129], Time 0.500 (0.757), Data 0.130 (0.381), Loss 2.596 (2.526), Prec 67.19% (70.90%), s_pid_loss: 1.3563, t_un_loss: 5.4872
Epoch: [1][9/129], Time 0.509 (0.730), Data 0.133 (0.354), Loss 2.447 (2.517), Prec 75.00% (71.35%), s_pid_loss: 1.1839, t_un_loss: 5.3949
Epoch: [1][10/129], Time 0.503 (0.707), Data 0.133 (0.332), Loss 2.443 (2.510), Prec 76.56% (71.88%), s_pid_loss: 1.2197, t_un_loss: 5.2976
Epoch: [1][11/129], Time 0.487 (0.687), Data 0.132 (0.313), Loss 2.602 (2.518), Prec 69.53% (71.66%), s_pid_loss: 1.3673, t_un_loss: 5.4837
Epoch: [1][12/129], Time 0.512 (0.672), Data 0.133 (0.298), Loss 2.276 (2.498), Prec 78.12% (72.20%), s_pid_loss: 0.9408, t_un_loss: 5.3909
Epoch: [1][13/129], Time 0.492 (0.659), Data 0.132 (0.286), Loss 2.590 (2.505), Prec 69.53% (72.00%), s_pid_loss: 1.2041, t_un_loss: 5.8228
Epoch: [1][14/129], Time 0.502 (0.647), Data 0.133 (0.275), Loss 2.452 (2.501), Prec 72.66% (72.04%), s_pid_loss: 1.1879, t_un_loss: 5.4012
Epoch: [1][15/129], Time 0.491 (0.637), Data 0.132 (0.265), Loss 2.826 (2.523), Prec 64.84% (71.56%), s_pid_loss: 1.6422, t_un_loss: 5.5890
Epoch: [1][16/129], Time 0.490 (0.628), Data 0.132 (0.257), Loss 2.548 (2.524), Prec 73.44% (71.68%), s_pid_loss: 1.1306, t_un_loss: 5.8569
